cluster_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_Mon,day_Tue,day_Wed,day_Thu,day_Fri,day_Sat,day_Sun,window_afternoon,window_early_morning,window_evening,window_late_night,window_morning,window_night,peak_hour,peak_day,rush_hour_ratio,is_night_dominant,is_weekend_dominant
150,0.0,0.0,0.0,0.0909,0.0,0.1818,0.3636,0.0,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0909,0.0,0.0909,0.0909,0.0909,0.1818,0.1818,0.2727,0.0909,0.0,7.0,0.0,1.0,1.0,2.0,6,Sat,0.1818,0,0
151,0.0714,0.2857,0.2143,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.2857,0.1429,0.2143,0.1429,0.0714,0.1429,0.0,0.0,0.0,12.0,0.0,2.0,1,Tue,0.0,1,0
152,0.007,0.0,0.007,0.0423,0.331,0.3099,0.0634,0.1056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0352,0.0282,0.0634,0.3239,0.0352,0.0563,0.1479,0.3169,0.0634,0.0563,0.0,68.0,1.0,55.0,0.0,18.0,4,Mon,0.1056,1,0
153,0.0119,0.0524,0.0857,0.1,0.1524,0.0857,0.1095,0.031,0.031,0.0619,0.0286,0.0548,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0167,0.0214,0.0095,0.0476,0.081,0.2405,0.1095,0.0143,0.1429,0.2881,0.1429,0.0619,8.0,108.0,16.0,169.0,61.0,58.0,4,Fri,0.1406,1,0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3833,0.5667,0.0,0.25,0.3167,0.0167,0.1333,0.0,0.2833,0.0,0.0,3.0,0.0,0.0,0.0,57.0,22,Tue,0.0,1,0
155,0.056,0.144,0.44,0.072,0.024,0.096,0.0,0.024,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.008,0.032,0.032,0.048,0.176,0.144,0.192,0.16,0.064,0.128,0.136,0.0,16.0,3.0,92.0,0.0,14.0,2,Wed,0.048,1,0
156,0.1765,0.2353,0.1176,0.1176,0.1765,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.0,0.1176,0.3529,0.1176,0.2941,0.1176,0.0,0.0,1.0,0.0,14.0,0.0,2.0,1,Wed,0.0,1,0
157,0.0094,0.0,0.1698,0.3679,0.1321,0.1038,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0189,0.0943,0.0849,0.1038,0.0566,0.2358,0.1509,0.1226,0.1887,0.1415,0.0,13.0,0.0,72.0,0.0,21.0,3,Wed,0.0189,1,0
158,0.0833,0.0583,0.225,0.05,0.0167,0.0583,0.0417,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.1,0.025,0.0,0.1167,0.1,0.1,0.1,0.0333,0.0917,0.4667,0.1083,0.0,30.0,21.0,52.0,0.0,17.0,2,Sat,0.225,1,1
159,0.1071,0.0714,0.1071,0.1071,0.0,0.3214,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.6429,0.0,0.2857,0.0714,0.0,0.0,16.0,0.0,11.0,0.0,1.0,5,Wed,0.25,0,0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.7143,0.2857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.1429,0.2857,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,6,Tue,0.2857,0,0
161,0.0,0.0,0.0,0.0137,0.0274,0.411,0.2192,0.0411,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096,0.1233,0.0137,0.0274,0.0822,0.0959,0.1918,0.1644,0.137,0.0274,0.3014,0.0,49.0,8.0,3.0,1.0,12.0,5,Sun,0.0411,0,0
162,0.0,0.0423,0.1408,0.0775,0.1901,0.2113,0.0986,0.0493,0.1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.007,0.007,0.0141,0.2394,0.0845,0.0915,0.0915,0.0,0.2254,0.2676,0.0,72.0,2.0,64.0,0.0,4.0,5,Sun,0.1972,0,0
163,0.0,0.0556,0.0,0.0,0.0,0.0556,0.4444,0.1667,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0556,0.0,0.2778,0.2222,0.1667,0.1667,0.1111,0.0556,0.0,14.0,0.0,1.0,0.0,3.0,6,Tue,0.2778,0,0
164,0.0,0.0,0.0,0.0,0.0,0.125,0.1875,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.75,0.0,0.0,0.0,0.125,0.0625,0.0625,0.0,14.0,0.0,0.0,0.0,2.0,7,Mon,0.5625,0,0
165,0.1011,0.1461,0.0225,0.0,0.0337,0.0337,0.0449,0.0225,0.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0225,0.2472,0.1798,0.0674,0.1236,0.0899,0.1461,0.1573,0.1798,0.1685,0.1348,0.0,14.0,4.0,27.0,0.0,44.0,21,Fri,0.1012,1,0
166,0.1897,0.0,0.0,0.0,0.3103,0.4828,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.0,0.2931,0.569,0.0345,0.0,29.0,0.0,29.0,0.0,0.0,5,Sat,0.0172,0,1
167,0.0,0.1818,0.0,0.0,0.1818,0.0,0.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.3636,0.0,0.4091,0.0455,0.1818,0.2727,0.0909,0.0,0.0,5.0,0.0,8.0,0.0,9.0,23,Tue,0.0,1,0
168,0.0,0.0,0.0,0.0,0.0111,0.1222,0.2444,0.2222,0.1222,0.0,0.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.1444,0.0444,0.0222,0.0667,0.1444,0.3444,0.0778,0.1222,0.1,0.1444,0.0,64.0,5.0,1.0,1.0,19.0,6,Wed,0.3444,0,0
169,0.0909,0.0455,0.0,0.1818,0.1212,0.197,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303,0.1667,0.0909,0.0455,0.0909,0.197,0.197,0.0303,0.2424,0.0,0.2424,0.0,15.0,2.0,29.0,0.0,20.0,5,Fri,0.0303,1,0
170,0.0292,0.0584,0.3139,0.0073,0.2336,0.0657,0.0146,0.0365,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0949,0.0584,0.0584,0.0146,0.1022,0.1533,0.0584,0.073,0.2993,0.2044,0.1095,0.0,17.0,14.0,88.0,0.0,18.0,2,Fri,0.0511,1,0
171,0.0405,0.0676,0.0541,0.0405,0.1486,0.1757,0.1622,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.1216,0.027,0.0,0.1216,0.3784,0.1081,0.0541,0.1081,0.0676,0.0811,0.2027,0.0,27.0,10.0,26.0,0.0,11.0,5,Mon,0.0405,0,0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.1875,0.0,0.375,0.0625,0.0,0.1875,0.0625,0.1875,0.125,0.0,4.0,0.0,0.0,0.0,12.0,21,Mon,0.0,1,0
173,0.0,0.0,0.0,0.0125,0.1625,0.2375,0.1125,0.0,0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0125,0.4125,0.0,0.0125,0.025,0.1,0.275,0.2,0.3875,0.0,0.0,31.0,1.0,14.0,0.0,34.0,22,Sat,0.0375,1,0
174,0.0,0.0,0.4706,0.0,0.0,0.0,0.0,0.3529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.1176,0.0,0.0,0.0,0.0,0.2941,0.7059,0.0,0.0,0.0,6.0,0.0,8.0,0.0,3.0,2,Fri,0.3529,1,0
175,0.0,0.0,0.0,0.0,0.2857,0.0714,0.2857,0.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.1429,0.0,0.0,0.0,0.0,0.0714,0.0714,0.1429,0.3571,0.3571,0.0,7.0,1.0,4.0,0.0,2.0,4,Sat,0.1429,0,1
176,0.0385,0.0385,0.0385,0.1154,0.0577,0.1154,0.0577,0.0192,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.0769,0.0192,0.1731,0.1538,0.0769,0.0385,0.0577,0.0385,0.1346,0.25,0.4038,0.0,10.0,8.0,15.0,1.0,18.0,22,Sun,0.1153,1,1
177,0.1364,0.0,0.0,0.0,0.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0,0.0455,0.7273,0.0,0.0,0.0,0.0455,0.0455,0.7727,0.1364,0.0,1.0,1.0,3.0,0.0,17.0,23,Sat,0.0,1,1
178,0.0781,0.0469,0.0469,0.0,0.0469,0.2031,0.3125,0.0312,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0469,0.0,0.0156,0.0625,0.2656,0.0938,0.125,0.1719,0.0469,0.1406,0.1562,0.0,42.0,3.0,14.0,0.0,5.0,6,Mon,0.1406,0,0
179,0.1,0.15,0.0,0.0,0.1,0.05,0.0,0.15,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.2,0.15,0.15,0.05,0.15,0.1,0.4,0.0,0.0,7.0,0.0,7.0,1.0,5.0,23,Sat,0.3,1,0
180,0.0581,0.093,0.1395,0.0465,0.2326,0.0581,0.0465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1977,0.1279,0.0349,0.0581,0.2209,0.0581,0.4419,0.0698,0.1163,0.0,9.0,0.0,49.0,0.0,28.0,4,Fri,0.0,1,0
181,0.0366,0.0,0.0488,0.0122,0.061,0.0244,0.0366,0.061,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.2439,0.378,0.0244,0.122,0.1707,0.1829,0.1707,0.2317,0.0854,0.0366,0.0,15.0,1.0,13.0,0.0,53.0,22,Fri,0.122,1,0
182,0.0451,0.0075,0.0752,0.0075,0.1203,0.3308,0.1278,0.015,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0301,0.0977,0.0902,0.0451,0.1128,0.1278,0.0902,0.0752,0.1128,0.2331,0.2481,0.0,64.0,4.0,34.0,0.0,31.0,5,Sun,0.0225,0,0
183,0.0213,0.1277,0.0,0.0,0.0,0.0,0.0,0.0851,0.1702,0.0,0.0,0.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4894,0.0,0.0,0.5106,0.234,0.1489,0.0638,0.0,0.0426,0.0,0.0,12.0,0.0,7.0,5.0,23.0,21,Mon,0.2553,1,0
184,0.0,0.1667,0.0,0.0,0.0833,0.0,0.0833,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.3333,0.1667,0.0833,0.0,0.0833,0.0,0.5,0.1667,0.0,4.0,0.0,3.0,0.0,5.0,23,Sat,0.25,1,1
185,0.0612,0.0,0.0,0.0612,0.0612,0.0,0.0408,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.3878,0.2857,0.0,0.102,0.1224,0.2449,0.2449,0.1224,0.0612,0.102,0.0,5.0,2.0,9.0,0.0,33.0,21,Wed,0.0612,1,0
186,0.0,0.0,0.2456,0.0,0.0,0.3509,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3158,0.0175,0.0175,0.0,0.2982,0.0175,0.0351,0.1754,0.2807,0.0,0.193,0.0,23.0,18.0,14.0,0.0,2.0,5,Mon,0.0,0,0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3889,0.2222,0.2778,0.2222,0.0,0.0556,0.0556,0.3333,0.0,0.3333,0.0,2.0,0.0,0.0,0.0,16.0,21,Fri,0.1111,1,0
188,0.0328,0.0492,0.0656,0.0,0.0164,0.5082,0.0656,0.0328,0.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984,0.082,0.0,0.0,0.5902,0.2459,0.0164,0.0328,0.0328,0.0328,0.0492,0.0,40.0,6.0,10.0,0.0,5.0,5,Mon,0.082,0,0
189,0.0755,0.0189,0.1132,0.0566,0.1132,0.0943,0.1132,0.0377,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.0189,0.0943,0.0755,0.1132,0.1887,0.0943,0.0943,0.283,0.0566,0.1132,0.1698,0.0,14.0,4.0,20.0,0.0,15.0,2,Thu,0.1132,1,0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8824,0.0,0.0,0.0,0.0,0.0,0.1176,0.8824,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,21,Fri,0.0,1,0
191,0.0,0.0,0.0,0.0,0.0,0.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0,0.0,0.0,0.6842,0.0,0.0,0.0,0.2105,0.0,0.1053,0.0,17.0,2.0,0.0,0.0,0.0,5,Mon,0.0,0,0
192,0.1333,0.0,0.0667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,0.4667,0.0667,0.0667,0.0667,0.0667,0.4667,0.0667,0.2667,0.0,0.0,3.0,1.0,3.0,0.0,8.0,22,Thu,0.0667,1,0
193,0.0238,0.0476,0.0,0.1786,0.0595,0.2976,0.0833,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0595,0.0595,0.0357,0.0952,0.1429,0.4167,0.25,0.1071,0.0357,0.0476,0.0,0.0,37.0,5.0,26.0,0.0,16.0,5,Tue,0.0595,0,0
194,0.0455,0.0909,0.0682,0.1591,0.0909,0.1364,0.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0227,0.0,0.0909,0.0227,0.0909,0.1818,0.3409,0.0,0.2727,0.0909,0.0,18.0,1.0,20.0,0.0,5.0,6,Thu,0.0,1,0
195,0.1579,0.0789,0.0,0.0789,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.3421,0.1316,0.0263,0.6316,0.2105,0.0,0.0,0.0,0.0,10.0,0.0,12.0,2.0,14.0,23,Wed,0.0,1,0
196,0.0526,0.0526,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.6316,0.1053,0.0,0.0526,0.1579,0.3684,0.0526,0.0,0.2105,0.1579,0.0,0.0,1.0,4.0,0.0,14.0,21,Wed,0.0,1,0
197,0.0,0.0,0.0714,0.0,0.1429,0.0714,0.0,0.0,0.2143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714,0.0714,0.2143,0.1429,0.0,0.0714,0.0714,0.2143,0.3571,0.0714,0.2143,0.0,4.0,1.0,3.0,0.0,6.0,8,Fri,0.2143,1,0
198,0.5,0.0,0.0,0.0,0.1562,0.0312,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0312,0.125,0.4688,0.125,0.25,0.0,3.0,0.0,21.0,0.0,8.0,0,Fri,0.0,1,0
199,0.0,0.0,0.0152,0.0,0.0909,0.1212,0.0758,0.1667,0.0455,0.0,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758,0.2121,0.0303,0.1364,0.0152,0.303,0.0909,0.197,0.1061,0.0606,0.2273,0.0,27.0,5.0,7.0,2.0,25.0,21,Tue,0.2122,0,0
200,0.0,0.0,0.0,0.0,0.0385,0.0192,0.1538,0.0769,0.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.2885,0.25,0.0385,0.0769,0.0769,0.0962,0.25,0.2885,0.1346,0.0769,0.0,18.0,2.0,2.0,0.0,30.0,21,Fri,0.1731,1,0
201,0.0,0.0263,0.0263,0.0526,0.0,0.1316,0.1842,0.0263,0.0789,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0789,0.1053,0.1579,0.1316,0.0526,0.1579,0.1579,0.0789,0.1579,0.2632,0.0,16.0,4.0,4.0,1.0,13.0,6,Sun,0.1315,0,0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,19,Wed,1.0,0,0
203,0.066,0.0,0.2075,0.0283,0.217,0.283,0.1887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4245,0.1038,0.0,0.2453,0.2264,0.0,50.0,1.0,55.0,0.0,0.0,5,Wed,0.0094,1,0
204,0.0,0.1765,0.0,0.0,0.1176,0.0,0.1176,0.0588,0.1765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2353,0.1176,0.0,0.0588,0.3529,0.0,0.1176,0.0588,0.4118,0.0,6.0,0.0,5.0,0.0,6.0,22,Sun,0.2353,1,0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4667,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0667,0.0,0.0667,0.2,0.0,0.7333,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,7,Fri,0.5334,0,0
206,0.1579,0.0,0.0526,0.0526,0.0,0.1053,0.1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1053,0.0526,0.2632,0.0526,0.0526,0.1579,0.0526,0.0526,0.1579,0.1053,0.2105,0.2632,0.0,4.0,3.0,5.0,0.0,7.0,21,Sun,0.1053,1,0
207,0.1053,0.0526,0.0,0.2632,0.0,0.0526,0.0526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,0.1053,0.0,0.0,0.3158,0.1579,0.0,0.1579,0.2632,0.1053,0.0,0.3158,0.0,2.0,3.0,8.0,0.0,6.0,23,Sun,0.0526,1,0
